Merlot,2007,6,1,6,6,2,6,0.0,110.0,582.0,14.0,5.0
Merlot,2007,#,#,#,4,2,5,100796.0,1999.0,562764.0,17.0,201.0
Merlot,2007,4,2,5,5,2,5,0.0,111.0,3207.0,14.0,21.0
Merlot,2007,5,2,5,5,2,6,0.0,110.0,582.0,14.0,5.0
Merlot,2007,5,2,6,6,1,6,570.0,80.0,1537.0,17.0,13.0
Merlot,2010,#,#,#,5,2,5,54368.0,1718.0,1044030.0,12.0,390.0
Merlot,2010,5,2,5,5,2,5,321.0,91.0,1330.0,16.0,10.0
Merlot,2010,5,2,5,6,2,5,0.0,75.0,1160.0,10.0,10.0
Merlot,2010,6,2,5,6,2,5,0.0,72.0,3450.0,9.0,30.0
Merlot,2010,#,#,#,5,2,5,54368.0,1718.0,1044030.0,12.0,390.0
Merlot,2010,5,2,5,6,2,5,321.0,91.0,1330.0,16.0,10.0
Merlot,2010,6,2,5,6,2,5,0.0,75.0,1160.0,10.0,10.0
Merlot,2010,6,2,5,6,1,5,0.0,72.0,3450.0,9.0,30.0
Merlot,2010,#,#,#,5,3,5,54368.0,1718.0,1044030.0,12.0,390.0
Merlot,2010,5,3,5,6,2,5,321.0,91.0,1330.0,16.0,10.0
Merlot,2010,6,2,5,6,2,5,0.0,75.0,1160.0,10.0,10.0
Merlot,2010,6,2,5,7,2,5,0.0,72.0,3450.0,9.0,30.0
Merlot,2010,#,#,#,5,2,5,54368.0,1718.0,1044030.0,12.0,390.0
Merlot,2010,5,2,5,6,2,5,321.0,91.0,1330.0,16.0,10.0
Merlot,2010,6,2,5,6,2,5,0.0,75.0,1160.0,10.0,10.0
Merlot,2010,6,2,5,6,1,5,0.0,72.0,3450.0,9.0,30.0
Merlot,2010,#,#,#,5,2,5,54368.0,1718.0,1044030.0,12.0,390.0
Merlot,2010,5,2,5,5,2,5,321.0,91.0,1330.0,16.0,10.0
Merlot,2010,5,2,5,6,2,5,0.0,75.0,1160.0,10.0,10.0
Merlot,2011,#,#,#,6,2,5,41695.0,1238.0,320790.0,9.0,170.0
Merlot,2011,6,2,5,6,2,5,0.0,19.0,250.0,2.0,10.0
Merlot,2011,6,2,5,6,1,5,0.0,17.0,0.0,3.0,0.0
Merlot,2011,#,#,#,5,2,5,41695.0,1238.0,320790.0,9.0,170.0
Merlot,2011,5,2,5,6,1,5,0.0,19.0,250.0,2.0,10.0
Merlot,2011,#,#,#,7,2,5,41695.0,1238.0,320790.0,9.0,170.0
Merlot,2011,7,2,5,7,1,5,0.0,19.0,250.0,2.0,10.0
Merlot,2011,7,1,5,7,1,5,0.0,17.0,0.0,3.0,0.0
Merlot,2011,#,#,#,7,2,5,41695.0,1238.0,320790.0,9.0,170.0
Merlot,2011,7,2,5,7,2,5,0.0,19.0,250.0,2.0,10.0
Merlot,2011,7,2,5,7,1,5,0.0,17.0,0.0,3.0,0.0
Merlot,2014,#,#,#,4,3,4,4609.0,1160.0,152446.0,8.0,100.0
Merlot,2014,4,3,4,5,3,5,0.0,99.0,0.0,17.0,0.0
Merlot,2014,5,3,5,5,2,5,154.0,58.0,438.0,10.0,6.0
Merlot,2014,5,2,5,5,2,5,53.0,41.0,0.0,8.0,0.0
Merlot,2014,5,2,5,6,2,5,0.0,101.0,1204.0,14.0,9.0
Merlot,2014,#,#,#,5,2,5,4609.0,1160.0,152446.0,8.0,100.0
Merlot,2014,5,2,5,5,2,5,0.0,99.0,0.0,17.0,0.0
Merlot,2014,5,2,5,6,2,5,154.0,58.0,438.0,10.0,6.0
Merlot,2014,6,2,5,5,2,5,53.0,41.0,0.0,8.0,0.0
Merlot,2014,5,2,5,6,1,5,0.0,101.0,1204.0,14.0,9.0
Merlot,2014,#,#,#,4,3,4,4609.0,1160.0,152446.0,8.0,100.0
Merlot,2014,4,3,4,5,2,5,0.0,99.0,0.0,17.0,0.0
Merlot,2014,5,2,5,5,2,5,154.0,58.0,438.0,10.0,6.0
Merlot,2014,5,2,5,5,2,5,53.0,41.0,0.0,8.0,0.0
Merlot,2014,5,2,5,6,1,5,0.0,101.0,1204.0,14.0,9.0
Merlot,2014,#,#,#,4,3,5,4609.0,1160.0,152446.0,8.0,100.0
